"","area","I","Ie","Is","Ise","W","We","Ws","Wse","rich","endem","jtopol","jtip"
"2008","Snohomish ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2009","Soba, Alto Los Apartados",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2010","Sobrarbe, Chisagües, cerca del Barranco de Labazo",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2011","Solana del Pino, Valle del rio Montoro",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2012","Sonoma, Bahia Bodega ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2013","Sota el Pont de Suert",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2014","Spangle",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"2015","Spearfish, 15 mi SW",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2016","Sprague, 2 millas N, 35 millas W",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"2017","Srpenica",1,1,0,0,2,2,0,0,1,0,0,0
"2018","Ssuyuan-Nanshantsun",2,1,0,0,3.5,1.75,0.001,0,2,0,0,0
"2019","Stanislaus, Santa Clara, Cañon del Puerto ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2020","Steiermark",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2021","Steiermark, Ennstal, Stoderzinken",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2022","Subida al Pico Tres Obispos",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2023","Sucre, 5 km al noroeste de la Concepcion ",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"2024","Sud Yungas",1,1,0,0,1,1,0,0,1,0,0,0
"2025","Sungling-Paigou",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"2026","Sunol, Sur del Parque Regional Pleasanton ",376,376,0.036,0.049,9,9,0.002,0.002,1,0,0,0
"2027","Sur de Benamahoma carretera A - 372",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"2028","Sur de Biberacher ",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2029","Sur de Biggs",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2030","Sur de Broken, Region de Three Sisters ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2031","Sur de Cerro Villonaco, carretera Loja - Catamaya ",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2032","Sur de Comaltepec",9,4.5,0.001,0.001,2.885,1.442,0.001,0,2,0,0,0
"2033","Sur de El Playon de San Francisco, Cerro Mirador",6,1.5,0.001,0,5.32,1.33,0.001,0,4,0,0,0
"2034","Sur de Espinosa de Cerrato",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"2035","Sur de Grangeville",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2036","Sur de Lago de Gold, 3 millas W de Ward",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"2037","Sur de Laguna de Pitillas",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"2038","Sur de las Montañas de Santa Ynez, carretera Miguelito, 1 milla SO de Lompoc y cerca de La Colina Tipta",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2039","Sur de Montaña Maya, Reserva Natural Bladen ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2040","Sur de Pico Pikes",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"2041","Sur de Republic",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"2042","Sur de San Francisco",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2043","Sur de San Luis y Este de Camp Six",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2044","Sur de San Pedro Huamelula",16,16,0.002,0.002,1.5,1.5,0,0,1,0,0,0
"2045","Sur de Tabar",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"2046","Sur de Timber Gulch, 125 millas W de la via estatal 789",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"2047","Sureste de Eugene, Rio Willamette ",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2048","Sureste de Sierra Zempoaltepetl ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2049","Sureste del Cerro Espiritu Santo",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"2050","Sureste Montaña Tortuga a lo largo del Barranco Missouri ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2051","Suroeste de San Antonio de los Baños",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2052","Surutato",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"2053","SW de Bahia Coos ",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2054","SW de Montes Buzzard ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"2055","Szuchi",2,1,0,0,3,1.5,0.001,0,2,0,0,0
"2056","Szu-ma-ku-szu",3,1,0,0,5,1.667,0.001,0,3,0,0,0
"2057","Szuyuanyakou",3,1,0,0,5,1.667,0.001,0,3,0,0,0
"2058","Tabilicum ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"2059","Tafalla",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2060","Takilma",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2061","Talpa de Allende ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"2062","Taoyuan",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"2063","Tapachienshan",5,2.5,0,0,11,5.5,0.002,0.001,2,0,0,0
"2064","Tarakot, Noroeste de Nepal",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"2065","Tarapoto, Montanas a lo largo del Rio Mayo",34,17,0.003,0.002,3.273,1.636,0.001,0,2,0,0,0
"2066","Taravilla, Laguna de la Parra",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2067","Tarbaca, entre Quebrada Honda y Tarbaca",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"2068","Tarifa, Parque Nacional Los Alcornocales",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2069","Tarrenz",1,1,0,0,2,2,0,0,1,0,0,0
"2070","Tatachia-anbu-Paiyungshanchuang",5,2.5,0,0,11,5.5,0.002,0.001,2,0,0,0
"2071","Tayuling",1,1,0,0,2,2,0,0,1,0,0,0
"2072","Tefteh",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"2073","Tegucigalpa",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2074","Tehama, Reserva Ecologica Arroyo Thome",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2075","Tejedo del Sil",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"2076","Tejerina",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2077","Temazcal ",4,2,0,0,3.086,1.543,0.001,0,2,0,0,0
"2078","Termas de Reyes",1,1,0,0,1,1,0,0,1,0,0,0
"2079","Teverga, Puerto de Ventana",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"2080","Texolo",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2081","Tienchih-Yakou",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"2082","Tingambato ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2083","Tiripetio ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"2084","Tirol, Obertilliach",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2085","Tlacolulan ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"2086","Tlacotepec",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2087","Tlanchinol, 62 km al NE",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2088","Tlapacoyan ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2089","Tlazazalca ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"2090","Tochiatunshan",1,1,0,0,2,2,0,0,1,0,0,0
"2091","Tolox",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2092","Tombstone ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2093","Tonachic, a lo largo de Arroyo Chorro de Agua",3,1.5,0,0,2.922,1.461,0.001,0,2,0,0,0
"2094","Torla, Valle de Ordesa, Faja de Pelay",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"2095","Torrecilla de Alcañiz",1,1,0,0,2,2,0,0,1,0,0,0
"2096","Tota",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"2097","Totoltepec de Guerrero ",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"2098","Totutla, camino a Comapa, 5 km de la carretera",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2099","Tragacete, nacimiento del Rio Cuervo",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2100","Transecto Transtalamanca, Ujarras-San Jose Cabecar",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2101","Tres Colinas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2102","Troodos, Pedoulas",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2103","Tsukeng - Monte Houi",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"2104","Tucumano-Boliviano",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2105","Tulare, Sierra Nevada",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"2106","Tungpu-Yushanchienshan",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"2107","Tuolumne, Lago Smedberg ",2,1,0,0,2.585,1.292,0,0,2,0,0,0
"2108","Tzentzenguaro, sobre la via del tren",16,16,0.002,0.002,1.5,1.5,0,0,1,0,0,0
"2109","Unanua",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"2110","Ungok",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"2111","Union de los Arroyos Blue y Pine",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"2112","Union Juarez ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2113","Universidad de Stanford ",3,1,0,0,5.4,1.8,0.001,0,3,0,0,0
"2114","Univiguel",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"2115","Urbasa-Andia",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2116","Uriko, carretera de Woitape a Kosipi, paso Murray",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"2117","Uruapan",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2118","Urubamba, Cerro Pumahuanca",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"2119","Urzainqui",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2120","Vado Hondo",4,4,0,0.001,1.286,1.286,0,0,1,0,0,0
"2121","Vajk , carretera Vajk - Kochbek, rio Darb ",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2122","Val Clerve Kautenbach",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2123","Valira del Norte",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2124","Vall de Conangles",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"2125","Valladolid, Pinar de Antequera",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2126","Valladolid, pista al noroeste de la aldea",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2127","Valle Butte",2,1,0,0,4.2,2.1,0.001,0.001,2,0,0,0
"2128","Valle Central, Brazil de Santa Ana, quebrada al de Cerro Las Mesas",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2129","Valle Collanes, Paramo de los Altares",15,2.143,0.001,0,7.619,1.088,0.001,0,7,0,0,0
"2130","Valle Daldal, 10 Km E de Licto",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"2131","Valle de Aezcoa",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"2132","Valle de Arroyo Deer ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2133","Valle de Assau",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2134","Valle de Butterfly, 10 millas nw de Quincy",3,1,0,0,5.585,1.862,0.001,0,3,0,0,0
"2135","Valle de La Laguna, Sierra de La Laguna",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"2136","Valle de La Soledad a lo largo de la carretera de Las Margaritas a Campo Alegre",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2137","Valle de los Sarrios",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2138","Valle de Mirva",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2139","Valle de Monestero",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"2140","Valle de Rio Illinois, Oeste de Selma",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2141","Valle de Saliencia Somiedo",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2142","Valle de Toluca",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"2143","Valle de Valponguero, Barniedo de La Reina",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2144","Valle del Candelaria, Rio Grande de Candelaria",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2145","Valle del Reventazon",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2146","Valle del Rio de las Violetas, Norte de Nebaj",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"2147","Valle del Rio Marañon, carretera Chachapoyas- Celendin, Cerro Calla-Calla",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"2148","Valle del Rio Orio, Luarca",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2149","Valle del Roncal",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2150","Valle del Roncal, en Belagua",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2151","Valle del Ruecas",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2152","Valle Grande, Abra de Cañas",3,1.5,0,0,2.761,1.381,0,0,2,0,0,0
"2153","Valle Las Morrenas",4,4,0,0.001,2,2,0,0,1,0,0,0
"2154","Valle Outlet, 55 millas Norte por la carretera del cruce con el Lago Grays",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"2155","Valle Paradise, Parque Volcanico Lassen ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"2156","Valle Shadow, Oeste de Montañas Gray ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"2157","Valle Vidal",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"2158","Vallecitos",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"2159","Vallon de Lurien, Villefranque ",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2160","Vecindad de El General",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2161","Vegarienza",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2162","Vemend",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2163","Venustiano Carranza ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2164","Vereda Agua Bonita, finca Merenberg",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2165","Vereda Aposentos",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2166","Vereda de Santa Rita, cerro de caramanta, sector la laguna de Caramanta",2,1,0,0,2.118,1.059,0,0,2,0,0,0
"2167","Vereda El Salado",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"2168","Vereda las Brisas",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2169","Vereda las Colonias",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2170","Vereda San Antonio, sector Laguna Verde",2,1,0,0,2.184,1.092,0,0,2,0,0,0
"2171","Vereda Santa Marta, Laguna la Chorrera",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"2172","Vertiente N de la Sierra del Paramo, Somiedo",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"2173","Vertiente sur de la Sierra de Cazulas",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2174","Via 120 al Sur de Ario de Rosales",16,16,0.002,0.002,1.5,1.5,0,0,1,0,0,0
"2175","Via 134  al Sur de Temascaltepec de Gonzalez",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2176","Via 140 en la carretera a San Miguel, 1 km W de Piletas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2177","Via 15, 1 milla de Arroyo Trail",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2178","Via 29 entre Ephraim y Orangeville",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2179","Via 70  sur de Deming",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2180","Viana",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"2181","Vias ferreas que corren paralelas al Dock Sur ",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"2182","Vicente Guerrero",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2183","Vigas de las Ramirez  ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"2184","Vila-sacra, sobre el Manol",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2185","Villa Alpina, carretera Mexico-Toluca",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"2186","Villa Quesada",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2187","Villa Rica, Centro Bocaz",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"2188","Villadompardo, proximidades a El Berrueco",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2189","Villahermosa, Ciudad Real",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2190","Villanueva de Algaidas, Sierra del Malnombre",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2191","Villanueva de Castellon",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2192","Villanueva del Campillo",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2193","Villarejo de Fuentes",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"2194","Villatobas, Carcavas del Testillos",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2195","Villoslada, Barranco de Puente Ra",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2196","Vinuesa, Santa Ines, Rioquesos",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"2197","Virgin Corral, 45 km SW de Taday",2,2,0,0,1.125,1.125,0,0,1,0,0,0
"2198","Vistabella del Maestrazgo",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2199","Vitoria",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"2200","Volcan Acatenango, Barranca del Aguacate",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"2201","Volcan Atacazo, lado SW",7,1.167,0.001,0,6.93,1.155,0.001,0,6,0,0,0
"2202","Volcan Azufral",2,1,0,0,2.118,1.059,0,0,2,0,0,0
"2203","Volcan Cayambe",4,1,0,0,4.235,1.059,0.001,0,4,0,0,0
"2204","Volcan Ceboruco ",3,1.5,0,0,2.486,1.243,0,0,2,0,0,0
"2205","Volcan Chiles",6,2,0.001,0,3.259,1.086,0.001,0,3,0,0,0
"2206","Volcan Cumbal",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"2207","Volcan de Chiriqui",2,1,0,0,2.184,1.092,0,0,2,0,0,0
"2208","Volcan de Santana",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2209","Volcan Galeras",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"2210","Volcan Iliniza",4,1.333,0,0,3.754,1.251,0.001,0,3,0,0,0
"2211","Volcan La Alberca ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"2212","Volcan Mombacho",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"2213","Volcan Pasochoa ",4,1.333,0,0,3.754,1.251,0.001,0,3,0,0,0
"2214","Volcan Pichincha, Cerro Ventanillas",3,1,0,0,3.176,1.059,0.001,0,3,0,0,0
"2215","Volcan Quilotoa",9,4.5,0.001,0.001,2.259,1.129,0,0,2,0,0,0
"2216","Volcan San Martin",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2217","Volcan Sarasara",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"2218","Volcan Sincholahua ",3,1,0,0,3.176,1.059,0.001,0,3,0,0,0
"2219","Volcan Tungurahua ",5,1.25,0,0,4.813,1.203,0.001,0,4,0,0,0
"2220","Volcan Yali",33,16.5,0.003,0.002,2.761,1.381,0,0,2,0,0,0
"2221","W de Lago Vallecitos",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"2222","Waniung",1,1,0,0,2,2,0,0,1,0,0,0
"2223","Wapinitia",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2224","Warscheneck",189,94.5,0.018,0.012,8,4,0.001,0.001,2,0,0,0
"2225","Wauconda ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"2226","Weishang",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"2227","Wien - Penzing",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2228","Wilbur",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"2229","Wiltz Merkholtz",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2230","Wiwili, Reserva Bosawas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2231","Woodbury",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2232","Wuchihshan",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"2233","Wushe",2,1,0,0,3,1.5,0.001,0,2,0,0,0
"2234","Xacebans",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2235","Xert",1,1,0,0,2,2,0,0,1,0,0,0
"2236","Xochilmilco ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2237","Yacatas ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2238","Yarnoz",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"2239","Yeton, San Benito - Guzmango",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"2240","Yolo, oriente de Yolo ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"2241","Yungas",3,1.5,0,0,2.761,1.381,0,0,2,0,0,0
"2242","Yunglingshanchuan-Nanhushanchuang",1,1,0,0,2,2,0,0,1,0,0,0
"2243","Yunlong",5,2.5,0,0,11,5.5,0.002,0.001,2,0,0,0
"2244","Yuqueri Chico, Cascada Dri",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2245","Yushan",6,2,0.001,0,12,4,0.002,0.001,3,0,0,0
"2246","Zafarraya, Sierra de Alhama",2,1,0,0,5.25,2.625,0.001,0.001,2,0,0,0
"2247","Zarcero",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"2248","Zellebach",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2249","Zepelacio, cerca Moyobamba",3,1.5,0,0,2.761,1.381,0,0,2,0,0,0
"2250","Zicuicho ",2,2,0,0,1.8,1.8,0,0,1,0,0,0
"2251","Zimbreira",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2252","Zirahuato",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"2253","Zitacuaro-Guanoro",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"2254","Zollstack",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"2255","Zuasti",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"2256","Zuniga",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"2257","Zurndorfer, 200 m al noroeste de la estación de Zurndorf",2,2,0,0,1.636,1.636,0,0,1,0,0,0
